id,timestamp,author_id,author_name,author_display_name,content,attachments,reactions,reply_to,type
1364869000559067237,2025-04-24 07:42:07,881124444393865217,wad7655,わど,<@1017291600285663282>,,,,0
1364873292330172426,2025-04-24 07:59:11,1017291600285663282,choko.aisomurie,ちょこ,16:58 再開します！,,,,0
1364912496221098006,2025-04-24 10:34:57,1017291600285663282,choko.aisomurie,ちょこ,19:34離席します！,,,,0
1364920895272910890,2025-04-24 11:08:20,1017291600285663282,choko.aisomurie,ちょこ,20:08 開始します！,,,,0
1364950155190862036,2025-04-24 13:04:36,1017291600285663282,choko.aisomurie,ちょこ,22:04 休憩します！,,,,0
1365104037661245511,2025-04-24 23:16:04,1017291600285663282,choko.aisomurie,ちょこ,"4/24実施業務
・個別相談1 40分
・個別相談2 45分
・YouTube撮影準備（Office Copilot契約 調査）30分
・YouTube素材準備 120分
・YouTube撮影指示書作成 200分

4/25予定業務
・YouTube撮影
・YouTube素材準備
・個別相談1件

8:08始めます！",,,,0
1365144187133100042,2025-04-25 01:55:37,1017291600285663282,choko.aisomurie,ちょこ,10:55離席します！,,,,0
1365157486394609714,2025-04-25 02:48:28,1017291600285663282,choko.aisomurie,ちょこ,11:48再開します！,,,,0
1365181424851877960,2025-04-25 04:23:35,1017291600285663282,choko.aisomurie,ちょこ,13:23 離席します！,,,,0
1365199131248955465,2025-04-25 05:33:57,1017291600285663282,choko.aisomurie,ちょこ,14:33戻ります！,,,,0
1365220904715681903,2025-04-25 07:00:28,1017291600285663282,choko.aisomurie,ちょこ,16:00 離席します！,,,,0
1365476080017997834,2025-04-25 23:54:26,1017291600285663282,choko.aisomurie,ちょこ,"4/25実施業務
・個別相談1件60分


4/26予定業務
・個別相談1件
・台本作成など
8:51 始めます！",,,,0
1365476143288811572,2025-04-25 23:54:41,1017291600285663282,choko.aisomurie,ちょこ,4/25,,,,0
1365476400043135076,2025-04-25 23:55:43,1017291600285663282,choko.aisomurie,ちょこ,"実施業務（追記）
・YouTube台本作成 280分",,,,0
1365493781649948763,2025-04-26 01:04:47,1017291600285663282,choko.aisomurie,ちょこ,10:04 離席します！,,,,0
1365555465202962502,2025-04-26 05:09:53,1017291600285663282,choko.aisomurie,ちょこ,14:09再開します！,,,,0
1365564421165940806,2025-04-26 05:45:28,1017291600285663282,choko.aisomurie,ちょこ,14:45 離席します！,,,,0
1366198497224949853,2025-04-27 23:45:04,1017291600285663282,choko.aisomurie,ちょこ,"4/26 実施業務
・台本作成100分

4/28予定業務
・個別相談3件
・広告MTG
・台本作成など
8:43始めます！",,,,0
1366243174288195595,2025-04-28 02:42:36,1017291600285663282,choko.aisomurie,ちょこ,11:42 離席します！,,,,0
1366290186891300914,2025-04-28 05:49:24,1017291600285663282,choko.aisomurie,ちょこ,14:48再開します！,,,,0
1366316348849913866,2025-04-28 07:33:22,1017291600285663282,choko.aisomurie,ちょこ,"16:32 離席します！
夜活動します！",,,,0
1366412580356358175,2025-04-28 13:55:45,1017291600285663282,choko.aisomurie,ちょこ,"夜が難しそうなので、一旦報告です！
実施業務
・個別相談180分
・広告MTG60分
・台本作成30分",,,,0
1366571149911134321,2025-04-29 00:25:51,1017291600285663282,choko.aisomurie,ちょこ,"予定業務
・個別相談1件
・台本作成
8:25 始めます！",,,,0
1366596811552460842,2025-04-29 02:07:50,1017291600285663282,choko.aisomurie,ちょこ,11:07 離席します！,,,,0
